City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country
347,Lobito,-12.3481,13.5456,78.37,81,99,5.7,overcast clouds,AO
348,Victor Harbor,-35.5667,138.6167,69.89,69,63,1.99,broken clouds,AU
349,Nanortalik,60.1432,-45.2371,23.79,89,100,17.29,light snow,GL
350,Kuah,6.3265,99.8432,80.58,83,20,2.3,few clouds,MY
351,Sarai,53.7458,41.0213,19.22,95,100,10.94,overcast clouds,RU
352,Jiexiu,37.0244,111.9125,44.69,29,100,2.21,overcast clouds,CN
353,Jalu,29.0331,21.5482,60.13,60,0,23.91,clear sky,LY
354,Kyra,49.5776,111.9753,15.55,82,100,3.15,overcast clouds,RU
355,Palpa,-14.5336,-75.1856,75.4,71,100,5.23,overcast clouds,PE
356,Saint Anthony,45.0205,-93.218,34.14,94,100,11.5,freezing rain,US
357,Nowy Tomysl,52.3195,16.1284,32.94,76,8,3.2,clear sky,PL
358,West Wendover,40.7391,-114.0733,36.61,75,100,6.91,overcast clouds,US
359,Mildura,-34.2,142.15,72.07,53,75,14.97,broken clouds,AU
360,Virginia Beach,36.8529,-75.978,59.11,78,20,0.0,few clouds,US
361,Manokwari,-0.8667,134.0833,81.5,76,58,5.41,moderate rain,ID
362,Taltal,-25.4,-70.4833,68.61,83,29,3.56,scattered clouds,CL
363,Do Gonbadan,30.3586,50.7981,44.69,93,0,0.0,dust,IR
364,Ixtapa,20.7,-105.2,76.23,69,0,8.05,clear sky,MX
365,Kiama,-34.6833,150.8667,74.32,94,100,5.01,moderate rain,AU
366,Acapulco,16.8634,-99.8901,78.62,83,40,9.22,scattered clouds,MX
367,Labuhan,-6.8844,112.2051,79.97,79,100,8.95,overcast clouds,ID
368,Semypolky,50.7167,30.9333,29.88,86,100,5.19,overcast clouds,UA
369,Odienne,9.51,-7.5692,79.05,24,16,4.25,few clouds,CI
370,Luwuk,-0.9516,122.7875,83.52,72,100,1.48,overcast clouds,ID
371,Severobaykalsk,55.65,109.3167,9.36,93,100,1.79,overcast clouds,RU
372,Sorong,-0.8833,131.25,83.1,74,79,2.73,broken clouds,ID
373,Anloga,5.7947,0.8973,81.3,82,96,9.66,overcast clouds,GH
374,Pangkalanbuun,-2.6833,111.6167,79.92,85,95,2.73,overcast clouds,ID
375,Novaya Lyalya,59.055,60.599,6.67,94,100,14.67,snow,RU
376,Kichera,55.9375,110.0997,13.51,95,100,3.38,light snow,RU
377,Xining,36.6167,101.7667,35.44,34,2,5.68,clear sky,CN
378,Fengrun,39.8333,118.1167,33.75,24,3,4.0,clear sky,CN
379,Vilyuysk,63.7553,121.6247,1.27,88,100,8.75,overcast clouds,RU
380,Milkovo,54.7167,158.6167,20.64,90,100,3.67,light snow,RU
381,Yar-Sale,66.8333,70.8333,-24.97,100,89,8.25,overcast clouds,RU
382,Buraydah,26.326,43.975,61.25,31,100,8.28,overcast clouds,SA
383,Meadow Lake,34.8014,-106.5436,57.29,18,4,19.22,clear sky,US
384,West Richland,46.3043,-119.3614,56.17,35,0,6.91,clear sky,US
385,Boueni,-12.9025,45.0761,78.78,85,100,8.48,light rain,YT
386,Cherskiy,68.75,161.3,-18.76,93,32,1.3,scattered clouds,RU
387,Tigil,57.8,158.6667,10.58,89,93,3.09,overcast clouds,RU
388,Torbay,47.6666,-52.7314,22.57,86,100,23.02,light shower snow,CA
389,Reconquista,-29.15,-59.65,77.72,78,100,15.57,overcast clouds,AR
390,Weligama,5.9667,80.4167,77.4,89,95,4.94,overcast clouds,LK
391,San Quintin,30.4833,-115.95,56.55,56,0,21.65,clear sky,MX
392,Zhigansk,66.7697,123.3711,3.49,93,100,16.8,overcast clouds,RU
393,Maputo,-25.9653,32.5892,71.22,92,95,8.01,overcast clouds,MZ
394,Baghdad,33.3406,44.4009,48.11,57,6,3.44,clear sky,IQ
395,Tukrah,32.5341,20.5791,58.64,84,0,16.64,clear sky,LY
396,Grants,35.1473,-107.8514,44.83,36,0,13.8,clear sky,US
397,Goderich,43.7501,-81.7165,41.92,60,100,12.66,overcast clouds,CA
398,Kabare,-2.4683,28.8242,60.67,91,93,0.38,overcast clouds,CD
399,Westerland,54.9079,8.3033,28.42,74,20,0.0,few clouds,DE
400,Kenai,60.5544,-151.2583,35.1,93,100,6.91,light snow,US
401,Sabang,5.8933,95.3214,81.36,73,24,5.68,few clouds,ID
402,Eloy,32.7559,-111.5548,68.88,28,0,21.36,clear sky,US
403,Severomuysk,56.1481,113.4267,-0.04,88,100,2.66,overcast clouds,RU
404,Matara,5.9485,80.5353,77.65,88,100,4.47,overcast clouds,LK
405,Amasya,40.6667,35.8333,38.88,81,100,2.3,overcast clouds,TR
406,Port Hawkesbury,45.6169,-61.3485,25.59,76,0,6.91,clear sky,CA
407,Martapura,-3.4167,114.85,73.49,94,40,4.61,light rain,ID
408,Gambo,4.6482,22.2633,72.41,70,11,2.73,few clouds,CF
409,Nokaneng,-19.6667,22.2667,68.18,93,100,4.41,moderate rain,BW
410,Chapais,49.7834,-74.8492,11.98,96,100,3.33,overcast clouds,CA
411,Baillif,16.0202,-61.7463,75.63,70,2,10.89,clear sky,GP
412,Hojo,33.9766,132.7777,48.49,39,20,13.8,few clouds,JP
413,Severnyy,50.677,36.5532,26.64,74,75,8.95,broken clouds,RU
414,Katobu,-4.9408,122.5276,81.79,81,100,5.01,overcast clouds,ID
415,Naron,43.5167,-8.1528,48.6,80,29,1.01,scattered clouds,ES
416,Tautira,-17.7333,-149.15,87.82,74,27,13.24,light rain,PF
417,Acarau,-2.8856,-40.12,79.65,81,100,11.88,overcast clouds,BR
418,Ust-Maya,60.4167,134.5333,-3.93,98,100,1.3,overcast clouds,RU
419,Zemio,5.0314,25.1361,74.93,42,100,3.24,overcast clouds,CF
420,Watsa,3.0372,29.5355,69.62,51,99,1.79,overcast clouds,CD
421,Chabahar,25.2919,60.643,72.79,79,25,6.2,scattered clouds,IR
422,Los Llanos De Aridane,28.6585,-17.9182,56.95,80,0,9.22,clear sky,ES
423,Khash,28.2211,61.2158,52.23,74,0,5.88,clear sky,IR
424,Pimentel,-6.8367,-79.9342,72.72,76,100,9.46,overcast clouds,PE
425,Korla,41.7597,86.1469,41.9,33,100,10.47,overcast clouds,CN
426,Dudinka,69.4058,86.1778,-43.01,100,64,2.82,broken clouds,RU
427,Murgab,37.4966,61.9714,50.52,64,100,8.66,overcast clouds,TM
428,Shar,49.5886,81.0453,31.26,93,100,20.62,snow,KZ
429,Nemuro,43.3236,145.575,32.43,72,1,14.0,clear sky,JP
430,De Haan,51.272,3.0429,42.06,77,20,14.97,few clouds,BE
431,Golfito,8.639,-83.166,75.09,91,100,2.57,overcast clouds,CR
432,Swellendam,-34.0226,20.4417,68.38,77,0,2.66,clear sky,ZA
433,Majene,-3.5403,118.9707,81.95,77,96,6.08,overcast clouds,ID
434,Severo-Kurilsk,50.6789,156.125,29.01,78,49,6.11,scattered clouds,RU
435,Praia,14.9215,-23.5087,68.54,73,20,25.32,few clouds,CV
436,Dunedin,-45.8742,170.5036,71.8,51,100,5.01,overcast clouds,NZ
437,Pontianak,-0.0333,109.3333,76.98,88,75,6.91,broken clouds,ID
438,Mogadishu,2.0371,45.3438,77.47,76,100,19.1,overcast clouds,SO
439,Coquimbo,-29.9533,-71.3436,66.13,75,2,6.46,clear sky,CL
440,Aleysk,52.4926,82.7822,34.14,98,100,25.32,snow,RU
441,Westport,41.1415,-73.3579,41.56,72,0,3.44,clear sky,US
442,Valga,57.7778,26.0473,21.0,85,100,6.73,overcast clouds,EE
443,Partenit,44.578,34.3446,35.65,75,34,7.2,scattered clouds,UA
444,Springville,40.1652,-111.6107,41.88,93,100,8.05,mist,US
445,Marivan,35.5219,46.176,36.46,72,70,2.53,broken clouds,IR
446,Te Anau,-45.4167,167.7167,67.86,62,95,10.96,overcast clouds,NZ
447,Sabha,27.0377,14.4283,53.98,26,0,10.33,clear sky,LY
448,Visakhapatnam,17.69,83.2093,67.89,77,20,2.3,mist,IN
449,Kununurra,-15.7667,128.7333,91.38,70,100,5.75,overcast clouds,AU
450,Moussoro,13.6408,16.4901,83.68,10,14,10.25,few clouds,TD
451,Mae Sai,20.4335,99.8762,70.92,37,3,1.52,clear sky,TH
452,Mecca,21.4267,39.8261,75.15,59,2,2.8,clear sky,SA
453,Omsukchan,62.5333,155.8,-7.47,95,100,5.39,overcast clouds,RU
454,Bathsheba,13.2167,-59.5167,77.61,73,20,19.57,few clouds,BB
455,Quatre Cocos,-20.2078,57.7625,80.1,85,100,15.93,light rain,MU
456,Esna,25.2934,32.554,70.86,13,36,3.36,scattered clouds,EG
457,Weiser,44.251,-116.9693,52.0,57,1,9.26,clear sky,US
458,Santa Maria,-29.6842,-53.8069,72.21,93,100,5.77,overcast clouds,BR
459,Victoria,22.2855,114.1577,72.09,78,52,20.0,broken clouds,HK
460,Manggar,-2.8833,108.2667,80.02,81,98,1.68,moderate rain,ID
461,Tilichiki,60.4667,166.1,5.77,86,94,11.68,overcast clouds,RU
462,Norman Wells,65.282,-126.8329,17.64,53,20,4.61,few clouds,CA
463,Katangli,51.7102,143.2326,18.55,94,99,10.83,overcast clouds,RU
464,Razole,16.4833,81.8333,77.29,68,15,2.57,few clouds,IN
465,Kampot,10.6167,104.1833,82.45,74,19,5.93,few clouds,KH
466,Abalak,58.1286,68.5944,12.96,94,100,14.29,snow,RU
467,Aklavik,68.2191,-135.0107,29.23,73,16,1.95,few clouds,CA
468,Baiyin,36.5583,104.2081,32.88,49,88,6.73,overcast clouds,CN
469,Alofi,-19.0595,-169.9187,85.89,74,98,10.36,overcast clouds,NU
470,Karratha,-20.7377,116.8463,88.9,55,0,9.31,clear sky,AU
471,Saint-Joseph,-21.3667,55.6167,77.36,82,70,10.92,broken clouds,RE
472,Baykalsk,51.5058,104.1469,19.8,90,73,3.13,broken clouds,RU
473,Gannan,47.9147,123.5031,17.31,72,4,6.53,clear sky,CN
474,Edd,13.9297,41.6925,78.19,52,35,16.4,scattered clouds,ER
475,Huilong,31.8111,121.655,48.97,53,100,11.21,overcast clouds,CN
476,New Albany,38.2856,-85.8241,70.47,58,75,11.5,broken clouds,US
477,Uberlandia,-18.9186,-48.2772,72.61,73,0,6.91,clear sky,BR
478,Rosetta,31.4044,30.4164,56.86,76,97,15.86,overcast clouds,EG
479,Amapa,1.0,-52.0,71.87,99,100,2.39,moderate rain,BR
480,Le Vauclin,14.5452,-60.8388,76.84,83,75,4.61,broken clouds,MQ
481,Skibbereen,51.55,-9.2667,35.4,82,8,7.52,clear sky,IE
482,Chihuahua,28.5,-106.0,74.23,7,0,17.18,clear sky,MX
483,Deputatskiy,69.3,139.9,-11.45,95,97,1.77,overcast clouds,RU
484,Cosala,24.4125,-106.6908,73.94,20,0,3.76,clear sky,MX
485,Ostrow Mazowiecka,52.8024,21.8951,26.44,65,6,1.68,clear sky,PL
486,Feijo,-8.1642,-70.3536,74.21,95,100,0.72,overcast clouds,BR
487,Luba,3.4568,8.5547,81.55,73,100,5.39,overcast clouds,GQ
488,Tsushima,35.1667,136.7167,48.22,44,14,20.87,few clouds,JP
489,Loreto,22.2667,-101.9667,68.95,21,3,7.63,clear sky,MX
490,Minuri,16.535,121.8574,77.85,83,97,3.18,overcast clouds,PH
491,Bulgan,48.8125,103.5347,13.42,80,2,5.46,clear sky,MN
492,Lata,40.1629,-8.3327,44.92,73,93,4.43,overcast clouds,PT
493,Visp,46.2937,7.8815,31.89,54,1,4.16,clear sky,CH
494,Opuwo,-18.0607,13.84,63.03,50,57,3.33,broken clouds,NA
495,Armeria,18.9333,-103.9667,81.7,72,0,2.89,clear sky,MX
496,Morondava,-20.2833,44.2833,79.07,86,51,6.64,broken clouds,MG
497,Jonkoping,57.7814,14.1562,32.38,93,100,5.75,overcast clouds,SE
498,Mount Gambier,-37.8333,140.7667,62.51,63,100,21.85,overcast clouds,AU
499,Cururupu,-1.8283,-44.8683,74.3,98,100,1.81,overcast clouds,BR
500,Havelock,34.8791,-76.9013,66.94,89,86,1.01,overcast clouds,US
501,Goslar,51.9043,10.4277,33.44,73,8,2.19,clear sky,DE
502,Kulevcha,46.0303,29.9361,29.7,93,28,6.71,scattered clouds,UA
503,Hami,42.8,93.45,38.98,41,0,10.67,clear sky,CN
504,Korsakov,46.6328,142.7813,28.24,92,100,28.77,snow,RU
505,Berdigestyakh,62.0989,126.6992,1.89,90,33,6.73,scattered clouds,RU
506,Hualmay,-11.0964,-77.6139,72.63,79,100,8.43,overcast clouds,PE
507,Ratnagiri,16.9833,73.3,75.36,46,13,3.83,few clouds,IN
508,Champerico,14.3,-91.9167,82.76,59,93,7.2,overcast clouds,GT
509,Kuito,-12.3833,16.9333,60.87,98,100,3.71,light rain,AO
510,Moranbah,-22.0016,148.0466,98.01,34,10,14.54,clear sky,AU
511,Hastings,50.8552,0.5729,41.32,77,100,20.36,overcast clouds,GB
512,Codrington,-38.2667,141.9667,64.0,57,33,21.05,scattered clouds,AU
513,Provideniya,64.3833,-173.3,15.04,91,82,4.56,broken clouds,RU
514,Sioux Lookout,50.1001,-91.917,23.38,93,100,5.75,overcast clouds,CA
515,Ayan,56.45,138.1667,12.96,67,14,3.83,few clouds,RU
516,Stornoway,58.2093,-6.3865,30.16,100,10,0.0,clear sky,GB
517,Banyo,6.75,11.8167,69.03,41,46,0.31,scattered clouds,CM
518,Amahai,-3.3333,128.9167,83.64,73,99,0.63,light rain,ID
519,Juneau,58.3019,-134.4197,41.05,94,100,12.66,overcast clouds,US
520,Yerbogachen,61.2767,108.0108,-1.59,90,89,10.83,overcast clouds,RU
521,Ekhabi,53.5102,142.9671,16.93,89,87,9.44,overcast clouds,RU
522,Hluti,-27.2167,31.6167,65.73,85,70,3.78,broken clouds,SZ
523,Mehamn,71.0357,27.8492,26.71,96,100,9.19,light snow,NO
524,Portland,45.5234,-122.6762,55.98,58,20,11.5,few clouds,US
525,Fort Frances,48.5999,-93.4003,26.17,80,100,6.91,overcast clouds,CA
526,Aksu,41.1231,80.2644,43.5,34,100,1.77,overcast clouds,CN
527,Adrar,20.5022,-10.0711,61.61,30,0,9.91,clear sky,MR
528,Wasilla,61.5814,-149.4394,34.03,91,100,5.75,snow,US
529,Maumere,-8.6199,122.2111,83.34,75,52,1.34,broken clouds,ID
530,Hovd,48.0056,91.6419,6.37,65,97,3.98,overcast clouds,MN
531,Kavaratti,10.5669,72.642,82.36,65,7,9.17,clear sky,IN
532,Planaltina,-15.4528,-47.6142,71.89,92,0,4.34,clear sky,BR
533,Acurenam,1.0322,10.6488,68.2,98,40,2.68,light rain,GQ
534,Puerto Penasco,31.3167,-113.5333,60.91,76,0,8.99,clear sky,MX
535,Roald,62.5833,6.1333,39.76,70,100,8.05,overcast clouds,NO
536,Newport,51.5877,-2.9984,42.98,74,60,5.01,broken clouds,GB
537,Guerrero Negro,27.9769,-114.0611,59.74,62,0,22.93,clear sky,MX
538,Galveston,29.3669,-94.9669,75.22,92,100,14.97,mist,US
539,Nelson Bay,-32.7167,152.15,76.75,89,99,1.99,overcast clouds,AU
540,Seddon,-37.8068,144.8916,69.53,93,100,13.8,overcast clouds,AU
541,Brandon,27.9378,-82.2859,77.32,68,0,13.8,clear sky,US
542,Watrous,51.6668,-105.4679,11.98,85,100,10.36,overcast clouds,CA
543,Sharan,54.8167,54.0,19.02,92,100,22.15,light snow,RU
544,Adeje,28.1227,-16.726,60.31,65,20,11.5,few clouds,ES
545,Ridgecrest,35.6225,-117.6709,51.66,23,0,32.21,clear sky,US
546,Laguna,38.421,-121.4238,57.29,54,0,10.36,clear sky,US
547,Presidente Olegario,-18.4178,-46.4181,66.18,82,89,4.05,overcast clouds,BR
548,Bam,29.106,58.357,60.57,47,27,10.58,scattered clouds,IR
549,Gazanjyk,39.2446,55.5154,48.47,54,0,10.98,clear sky,TM
550,Leningradskiy,69.3833,178.4167,-14.75,94,45,4.23,scattered clouds,RU
